"Time","cpu_usage"
2023-09-08 03:45:10,18.2%
2023-09-08 03:45:15,18.4%
2023-09-08 03:45:20,24.6%
2023-09-08 03:45:25,11.0%
2023-09-08 03:45:30,20.4%
2023-09-08 03:45:35,24.8%
2023-09-08 03:45:40,18.2%
2023-09-08 03:45:45,15.0%
2023-09-08 03:45:50,8.40%
2023-09-08 03:45:55,11.4%
2023-09-08 03:46:00,8.80%
2023-09-08 03:46:05,14.6%
2023-09-08 03:46:10,15.0%
2023-09-08 03:46:15,21.2%
2023-09-08 03:46:20,22.2%
2023-09-08 03:46:25,10.00%
2023-09-08 03:46:30,7.80%
2023-09-08 03:46:35,11.8%
2023-09-08 03:46:40,12.4%
2023-09-08 03:46:45,14.6%
2023-09-08 03:46:50,13.4%
2023-09-08 03:46:55,8.20%
2023-09-08 03:47:00,23.6%
2023-09-08 03:47:05,8.20%
2023-09-08 03:47:10,18.2%
2023-09-08 03:47:15,22.6%
2023-09-08 03:47:20,21.0%
2023-09-08 03:47:25,18.6%
2023-09-08 03:47:30,13.6%
2023-09-08 03:47:35,10.8%
2023-09-08 03:47:40,18.8%
2023-09-08 03:47:45,15.8%
2023-09-08 03:47:50,17.8%
2023-09-08 03:47:55,19.2%
2023-09-08 03:48:00,21.6%
2023-09-08 03:48:05,17.2%
2023-09-08 03:48:10,21.0%
2023-09-08 03:48:15,21.0%
2023-09-08 03:48:20,16.6%
2023-09-08 03:48:25,19.2%
2023-09-08 03:48:30,16.0%
2023-09-08 03:48:35,22.6%
2023-09-08 03:48:40,19.0%
2023-09-08 03:48:45,19.2%
2023-09-08 03:48:50,8.00%
2023-09-08 03:48:55,25.6%
2023-09-08 03:49:00,3.00%
2023-09-08 03:49:05,10.8%
2023-09-08 03:49:10,17.6%
2023-09-08 03:49:15,3.00%
2023-09-08 03:49:20,14.8%
2023-09-08 03:49:25,11.8%
2023-09-08 03:49:30,21.0%
2023-09-08 03:49:35,24.8%
2023-09-08 03:49:40,8.00%
2023-09-08 03:49:45,15.0%
2023-09-08 03:49:50,13.4%
2023-09-08 03:49:55,14.0%
2023-09-08 03:50:00,10.0%
2023-09-08 03:50:05,21.8%
2023-09-08 03:50:10,32.6%
2023-09-08 03:50:15,19.8%
2023-09-08 03:50:20,16.8%
2023-09-08 03:50:25,7.60%
2023-09-08 03:50:30,15.0%
2023-09-08 03:50:35,10.8%
2023-09-08 03:50:40,18.6%
2023-09-08 03:50:45,15.0%
2023-09-08 03:50:50,22.4%
2023-09-08 03:50:55,12.2%
2023-09-08 03:51:00,16.4%
2023-09-08 03:51:05,18.0%
2023-09-08 03:51:10,22.4%
2023-09-08 03:51:15,17.4%
2023-09-08 03:51:20,29.4%
2023-09-08 03:51:25,6.80%
2023-09-08 03:51:30,19.6%
2023-09-08 03:51:35,19.2%
2023-09-08 03:51:40,19.6%
2023-09-08 03:51:45,20.4%
2023-09-08 03:51:50,21.8%
2023-09-08 03:51:55,24.0%
2023-09-08 03:52:00,10.8%
2023-09-08 03:52:05,19.0%
2023-09-08 03:52:10,17.8%
2023-09-08 03:52:15,22.0%
2023-09-08 03:52:20,28.6%
2023-09-08 03:52:25,23.2%
2023-09-08 03:52:30,17.4%
2023-09-08 03:52:35,22.2%
2023-09-08 03:52:40,16.6%
2023-09-08 03:52:45,16.6%
2023-09-08 03:52:50,16.8%
2023-09-08 03:52:55,15.8%
2023-09-08 03:53:00,22.4%
2023-09-08 03:53:05,28.4%
2023-09-08 03:53:10,14.8%
2023-09-08 03:53:15,17.0%
2023-09-08 03:53:20,17.2%
2023-09-08 03:53:25,16.6%
2023-09-08 03:53:30,18.2%
2023-09-08 03:53:35,26.0%
2023-09-08 03:53:40,21.8%
2023-09-08 03:53:45,24.0%
2023-09-08 03:53:50,15.2%
2023-09-08 03:53:55,13.2%
2023-09-08 03:54:00,13.4%
2023-09-08 03:54:05,15.8%
2023-09-08 03:54:10,14.0%
2023-09-08 03:54:15,10.6%
2023-09-08 03:54:20,26.2%
2023-09-08 03:54:25,14.0%
2023-09-08 03:54:30,13.0%
2023-09-08 03:54:35,15.8%
2023-09-08 03:54:40,17.6%
2023-09-08 03:54:45,21.0%
2023-09-08 03:54:50,30.6%
2023-09-08 03:54:55,21.0%
2023-09-08 03:55:00,25.0%
2023-09-08 03:55:05,16.0%
2023-09-08 03:55:10,15.4%
2023-09-08 03:55:15,10.0%
2023-09-08 03:55:20,22.4%
2023-09-08 03:55:25,11.2%
2023-09-08 03:55:30,17.0%
2023-09-08 03:55:35,19.4%
2023-09-08 03:55:40,12.0%
2023-09-08 03:55:45,16.4%
2023-09-08 03:55:50,19.0%
2023-09-08 03:55:55,15.6%
2023-09-08 03:56:00,29.2%
2023-09-08 03:56:05,23.8%
2023-09-08 03:56:10,16.0%
2023-09-08 03:56:15,20.2%
2023-09-08 03:56:20,9.20%
2023-09-08 03:56:25,3.40%
2023-09-08 03:56:30,11.0%
2023-09-08 03:56:35,28.8%
2023-09-08 03:56:40,14.2%
2023-09-08 03:56:45,19.8%
2023-09-08 03:56:50,30.8%
2023-09-08 03:56:55,23.0%
2023-09-08 03:57:00,5.20%
2023-09-08 03:57:05,29.8%
2023-09-08 03:57:10,19.6%
2023-09-08 03:57:15,20.2%
2023-09-08 03:57:20,27.6%
2023-09-08 03:57:25,27.6%
2023-09-08 03:57:30,12.2%
2023-09-08 03:57:35,16.6%
2023-09-08 03:57:40,25.4%
2023-09-08 03:57:45,27.2%
2023-09-08 03:57:50,17.6%
2023-09-08 03:57:55,21.8%
2023-09-08 03:58:00,11.2%
2023-09-08 03:58:05,6.80%
2023-09-08 03:58:10,33.0%
2023-09-08 03:58:15,14.8%
2023-09-08 03:58:20,14.0%
2023-09-08 03:58:25,22.4%
2023-09-08 03:58:30,9.20%
2023-09-08 03:58:35,14.0%
2023-09-08 03:58:40,14.2%
2023-09-08 03:58:45,19.4%
2023-09-08 03:58:50,30.8%
2023-09-08 03:58:55,27.4%
2023-09-08 03:59:00,7.40%
2023-09-08 03:59:05,16.0%
2023-09-08 03:59:10,25.8%
2023-09-08 03:59:15,26.8%
2023-09-08 03:59:20,21.2%
2023-09-08 03:59:25,11.2%
2023-09-08 03:59:30,9.80%
2023-09-08 03:59:35,8.40%
2023-09-08 03:59:40,3.60%
2023-09-08 03:59:45,23.0%
2023-09-08 03:59:50,14.0%
2023-09-08 03:59:55,11.8%
2023-09-08 04:00:00,25.8%
2023-09-08 04:00:05,25.0%
2023-09-08 04:00:10,21.0%
2023-09-08 04:00:15,26.4%
2023-09-08 04:00:20,13.0%
2023-09-08 04:00:25,13.2%
2023-09-08 04:00:30,14.4%
2023-09-08 04:00:35,15.6%
2023-09-08 04:00:40,10.8%
2023-09-08 04:00:45,15.8%
2023-09-08 04:00:50,17.8%
2023-09-08 04:00:55,14.0%
2023-09-08 04:01:00,10.6%
2023-09-08 04:01:05,20.4%
2023-09-08 04:01:10,18.6%
2023-09-08 04:01:15,15.0%
2023-09-08 04:01:20,20.4%
2023-09-08 04:01:25,12.0%
2023-09-08 04:01:30,19.4%
2023-09-08 04:01:35,6.60%
2023-09-08 04:01:40,15.6%
2023-09-08 04:01:45,18.6%
2023-09-08 04:01:50,10.0%
2023-09-08 04:01:55,13.6%
2023-09-08 04:02:00,11.4%
2023-09-08 04:02:05,13.4%
2023-09-08 04:02:10,12.6%
2023-09-08 04:02:15,23.8%
2023-09-08 04:02:20,9.00%
2023-09-08 04:02:25,16.4%
2023-09-08 04:02:30,13.6%
2023-09-08 04:02:35,14.8%
2023-09-08 04:02:40,5.80%
2023-09-08 04:02:45,12.4%
2023-09-08 04:02:50,14.4%
2023-09-08 04:02:55,20.6%
2023-09-08 04:03:00,12.2%
2023-09-08 04:03:05,5.40%
2023-09-08 04:03:10,19.2%
2023-09-08 04:03:15,11.4%
2023-09-08 04:03:20,15.4%
2023-09-08 04:03:25,13.6%
2023-09-08 04:03:30,17.4%
2023-09-08 04:03:35,17.6%
2023-09-08 04:03:40,16.4%
2023-09-08 04:03:45,13.8%
2023-09-08 04:03:50,15.2%
2023-09-08 04:03:55,16.6%
2023-09-08 04:04:00,8.80%
2023-09-08 04:04:05,16.2%
2023-09-08 04:04:10,20.0%
2023-09-08 04:04:15,16.8%
2023-09-08 04:04:20,9.60%
2023-09-08 04:04:25,11.8%
2023-09-08 04:04:30,15.8%
2023-09-08 04:04:35,19.4%
2023-09-08 04:04:40,9.20%
2023-09-08 04:04:45,16.6%
2023-09-08 04:04:50,8.40%
2023-09-08 04:04:55,3.20%
2023-09-08 04:05:00,10.0%
2023-09-08 04:05:05,9.60%
2023-09-08 04:05:10,25.8%
2023-09-08 04:05:15,14.4%
2023-09-08 04:05:20,14.0%
2023-09-08 04:05:25,11.8%
2023-09-08 04:05:30,10.00%
2023-09-08 04:05:35,13.8%
2023-09-08 04:05:40,14.2%
2023-09-08 04:05:45,16.6%
2023-09-08 04:05:50,8.60%
2023-09-08 04:05:55,17.2%
2023-09-08 04:06:00,11.0%
2023-09-08 04:06:05,4.40%
2023-09-08 04:06:10,21.4%
2023-09-08 04:06:15,12.6%
2023-09-08 04:06:20,11.8%
2023-09-08 04:06:25,16.4%
2023-09-08 04:06:30,15.0%
2023-09-08 04:06:35,10.8%
2023-09-08 04:06:40,19.6%
2023-09-08 04:06:45,9.00%
2023-09-08 04:06:50,16.4%
2023-09-08 04:06:55,7.40%
2023-09-08 04:07:00,6.80%
2023-09-08 04:07:05,10.6%
2023-09-08 04:07:10,22.8%
2023-09-08 04:07:15,11.2%
2023-09-08 04:07:20,11.8%
2023-09-08 04:07:25,17.4%
2023-09-08 04:07:30,11.2%
2023-09-08 04:07:35,10.4%
2023-09-08 04:07:40,17.6%
2023-09-08 04:07:45,12.6%
2023-09-08 04:07:50,12.4%
2023-09-08 04:07:55,16.0%
2023-09-08 04:08:00,12.8%
2023-09-08 04:08:05,13.0%
2023-09-08 04:08:10,19.0%
2023-09-08 04:08:15,16.2%
2023-09-08 04:08:20,14.2%
2023-09-08 04:08:25,11.8%
2023-09-08 04:08:30,15.8%
2023-09-08 04:08:35,9.80%
2023-09-08 04:08:40,11.2%
2023-09-08 04:08:45,16.0%
2023-09-08 04:08:50,8.80%
2023-09-08 04:08:55,8.40%
2023-09-08 04:09:00,13.2%
2023-09-08 04:09:05,12.6%
2023-09-08 04:09:10,18.2%
2023-09-08 04:09:15,10.2%
2023-09-08 04:09:20,14.6%
2023-09-08 04:09:25,16.6%
2023-09-08 04:09:30,16.4%
2023-09-08 04:09:35,21.8%
2023-09-08 04:09:40,7.60%
2023-09-08 04:09:45,5.80%
2023-09-08 04:09:50,13.8%
2023-09-08 04:09:55,11.0%
2023-09-08 04:10:00,14.6%
2023-09-08 04:10:05,18.4%
2023-09-08 04:10:10,24.4%
2023-09-08 04:10:15,12.0%
2023-09-08 04:10:20,10.8%
2023-09-08 04:10:25,15.2%
2023-09-08 04:10:30,14.6%
2023-09-08 04:10:35,10.4%
2023-09-08 04:10:40,11.0%
2023-09-08 04:10:45,12.6%
2023-09-08 04:10:50,18.0%
2023-09-08 04:10:55,17.4%
2023-09-08 04:11:00,12.6%
2023-09-08 04:11:05,7.20%
2023-09-08 04:11:10,12.2%
2023-09-08 04:11:15,12.0%
2023-09-08 04:11:20,19.2%
2023-09-08 04:11:25,16.8%
2023-09-08 04:11:30,10.0%
2023-09-08 04:11:35,10.4%
2023-09-08 04:11:40,7.60%
2023-09-08 04:11:45,9.00%
2023-09-08 04:11:50,8.40%
2023-09-08 04:11:55,19.4%
2023-09-08 04:12:00,12.2%
2023-09-08 04:12:05,6.60%
2023-09-08 04:12:10,3.00%
2023-09-08 04:12:15,11.6%
2023-09-08 04:12:20,10.6%
2023-09-08 04:12:25,15.4%
2023-09-08 04:12:30,14.0%
2023-09-08 04:12:35,23.0%
2023-09-08 04:12:40,9.60%
2023-09-08 04:12:45,18.4%
2023-09-08 04:12:50,15%
2023-09-08 04:12:55,6.80%
2023-09-08 04:13:00,13.8%
2023-09-08 04:13:05,14.6%
2023-09-08 04:13:10,27.4%
2023-09-08 04:13:15,13.6%
2023-09-08 04:13:20,18.2%
2023-09-08 04:13:25,11.4%
2023-09-08 04:13:30,20.0%
2023-09-08 04:13:35,11.0%
2023-09-08 04:13:40,21.2%
2023-09-08 04:13:45,14.0%
2023-09-08 04:13:50,19.2%
2023-09-08 04:13:55,26.6%
2023-09-08 04:14:00,16.4%
2023-09-08 04:14:05,16.4%
2023-09-08 04:14:10,32.6%
2023-09-08 04:14:15,18.8%
2023-09-08 04:14:20,17.2%
2023-09-08 04:14:25,17.8%
2023-09-08 04:14:30,32.6%
2023-09-08 04:14:35,25.2%
2023-09-08 04:14:40,25.8%
2023-09-08 04:14:45,15.0%
2023-09-08 04:14:50,13.0%
2023-09-08 04:14:55,17.4%
2023-09-08 04:15:00,10.2%
2023-09-08 04:15:05,8.80%
2023-09-08 04:15:10,20.6%
2023-09-08 04:15:15,12.8%
2023-09-08 04:15:20,17.0%
2023-09-08 04:15:25,14.8%
2023-09-08 04:15:30,6.20%
2023-09-08 04:15:35,5.60%
2023-09-08 04:15:40,9.00%
2023-09-08 04:15:45,7.40%
2023-09-08 04:15:50,14.0%
2023-09-08 04:15:55,10.2%
2023-09-08 04:16:00,2.80%
2023-09-08 04:16:05,6.80%
2023-09-08 04:16:10,17.0%
2023-09-08 04:16:15,16.0%
2023-09-08 04:16:20,15.2%
2023-09-08 04:16:25,16.8%
2023-09-08 04:16:30,17.4%
2023-09-08 04:16:35,15.2%
2023-09-08 04:16:40,13.0%
2023-09-08 04:16:45,17.8%
2023-09-08 04:16:50,13.2%
2023-09-08 04:16:55,14.0%
2023-09-08 04:17:00,7.00%
2023-09-08 04:17:05,13.8%
2023-09-08 04:17:10,16.6%
2023-09-08 04:17:15,21.2%
2023-09-08 04:17:20,5%
2023-09-08 04:17:25,6.40%
2023-09-08 04:17:30,12.2%
2023-09-08 04:17:35,14.8%
2023-09-08 04:17:40,20.8%
2023-09-08 04:17:45,18.4%
2023-09-08 04:17:50,24.4%
2023-09-08 04:17:55,15.4%
2023-09-08 04:18:00,17.8%
2023-09-08 04:18:05,25.6%
2023-09-08 04:18:10,21.2%
2023-09-08 04:18:15,22.0%
2023-09-08 04:18:20,26.8%
2023-09-08 04:18:25,20.6%
2023-09-08 04:18:30,10.6%
2023-09-08 04:18:35,14.2%
2023-09-08 04:18:40,8.40%
2023-09-08 04:18:45,19.2%
2023-09-08 04:18:50,13.8%
2023-09-08 04:18:55,4.80%
2023-09-08 04:19:00,10.2%
2023-09-08 04:19:05,12.0%
2023-09-08 04:19:10,20.2%
2023-09-08 04:19:15,18.0%
2023-09-08 04:19:20,13.6%
2023-09-08 04:19:25,12.4%
2023-09-08 04:19:30,18.0%
2023-09-08 04:19:35,11.8%
2023-09-08 04:19:40,13.2%
2023-09-08 04:19:45,13.8%
2023-09-08 04:19:50,8.00%
2023-09-08 04:19:55,16.0%
2023-09-08 04:20:00,8.80%
2023-09-08 04:20:05,17.4%
2023-09-08 04:20:10,18.2%
2023-09-08 04:20:15,11.2%
2023-09-08 04:20:20,12.0%
2023-09-08 04:20:25,20.0%
2023-09-08 04:20:30,25.4%
2023-09-08 04:20:35,16.6%
2023-09-08 04:20:40,11.2%
2023-09-08 04:20:45,22.6%
2023-09-08 04:20:50,15.2%
2023-09-08 04:20:55,16.0%
2023-09-08 04:21:00,12.4%
2023-09-08 04:21:05,17.0%
2023-09-08 04:21:10,13.8%
2023-09-08 04:21:15,17.0%
2023-09-08 04:21:20,19.4%
2023-09-08 04:21:25,15.4%
2023-09-08 04:21:30,4.80%
2023-09-08 04:21:35,13.4%
2023-09-08 04:21:40,13.2%
2023-09-08 04:21:45,18.6%
2023-09-08 04:21:50,17.6%
2023-09-08 04:21:55,14.8%
2023-09-08 04:22:00,16.2%
2023-09-08 04:22:05,11.2%
2023-09-08 04:22:10,9.24%
2023-09-08 04:22:15,13.2%
2023-09-08 04:22:20,13.2%
2023-09-08 04:22:25,13.0%
2023-09-08 04:22:30,9.80%
2023-09-08 04:22:35,14.4%
2023-09-08 04:22:40,12.4%
2023-09-08 04:22:45,15.2%
2023-09-08 04:22:50,8.00%
2023-09-08 04:22:55,9.40%
2023-09-08 04:23:00,14.6%
2023-09-08 04:23:05,12.0%
2023-09-08 04:23:10,14.0%
2023-09-08 04:23:15,16.6%
2023-09-08 04:23:20,12.2%
2023-09-08 04:23:25,11.2%
2023-09-08 04:23:30,4.20%
2023-09-08 04:23:35,5.60%
2023-09-08 04:23:40,14.0%
2023-09-08 04:23:45,7.60%
2023-09-08 04:23:50,12.8%
2023-09-08 04:23:55,13.0%
2023-09-08 04:24:00,8.60%
2023-09-08 04:24:05,6.40%
2023-09-08 04:24:10,23.6%
2023-09-08 04:24:15,25.4%
2023-09-08 04:24:20,25.0%
2023-09-08 04:24:25,29.0%
2023-09-08 04:24:30,36.0%
2023-09-08 04:24:35,33.8%
2023-09-08 04:24:40,20.0%
2023-09-08 04:24:45,24.2%
2023-09-08 04:24:50,31.4%
2023-09-08 04:24:55,12.2%
2023-09-08 04:25:00,13.2%
2023-09-08 04:25:05,16.0%
2023-09-08 04:25:10,24.4%
2023-09-08 04:25:15,20.4%
2023-09-08 04:25:20,16.8%
2023-09-08 04:25:25,16.2%
2023-09-08 04:25:30,11.0%
2023-09-08 04:25:35,8.80%
2023-09-08 04:25:40,9.40%
2023-09-08 04:25:45,12.0%
2023-09-08 04:25:50,14.6%
2023-09-08 04:25:55,20.4%
2023-09-08 04:26:00,28.6%
2023-09-08 04:26:05,28.0%
2023-09-08 04:26:10,17.6%
2023-09-08 04:26:15,26.8%
2023-09-08 04:26:20,19.6%
2023-09-08 04:26:25,12.8%
2023-09-08 04:26:30,15.6%
2023-09-08 04:26:35,16.8%
2023-09-08 04:26:40,8.40%
2023-09-08 04:26:45,22.6%
2023-09-08 04:26:50,13.4%
2023-09-08 04:26:55,10.8%
2023-09-08 04:27:00,13.0%
2023-09-08 04:27:05,21.2%
2023-09-08 04:27:10,12.8%
2023-09-08 04:27:15,21.6%
2023-09-08 04:27:20,15.0%
2023-09-08 04:27:25,19.8%
2023-09-08 04:27:30,10.6%
2023-09-08 04:27:35,12.8%
2023-09-08 04:27:40,17.8%
2023-09-08 04:27:45,16.4%
2023-09-08 04:27:50,17.2%
2023-09-08 04:27:55,18.2%
2023-09-08 04:28:00,11.2%
2023-09-08 04:28:05,12.2%
2023-09-08 04:28:10,27.4%
2023-09-08 04:28:15,10.6%
2023-09-08 04:28:20,18.0%
2023-09-08 04:28:25,16.6%
2023-09-08 04:28:30,15.8%
2023-09-08 04:28:35,17.6%
2023-09-08 04:28:40,20.2%
2023-09-08 04:28:45,17.8%
2023-09-08 04:28:50,16.2%
2023-09-08 04:28:55,15.6%
2023-09-08 04:29:00,10.2%
2023-09-08 04:29:05,4.20%
2023-09-08 04:29:10,18.8%
2023-09-08 04:29:15,8.60%
2023-09-08 04:29:20,15.2%
2023-09-08 04:29:25,9.20%
2023-09-08 04:29:30,20.0%
2023-09-08 04:29:35,19.2%
2023-09-08 04:29:40,12.4%
2023-09-08 04:29:45,8.80%
2023-09-08 04:29:50,17.2%
2023-09-08 04:29:55,12.4%
2023-09-08 04:30:00,11.6%
2023-09-08 04:30:05,9.00%
2023-09-08 04:30:10,19.2%
2023-09-08 04:30:15,12.2%
2023-09-08 04:30:20,13.8%
2023-09-08 04:30:25,16.2%
2023-09-08 04:30:30,8.80%
2023-09-08 04:30:35,15.2%
2023-09-08 04:30:40,12.8%
2023-09-08 04:30:45,15.4%
2023-09-08 04:30:50,12.4%
2023-09-08 04:30:55,8.80%
2023-09-08 04:31:00,15.4%
2023-09-08 04:31:05,20.2%
2023-09-08 04:31:10,12.0%
2023-09-08 04:31:15,9.00%
2023-09-08 04:31:20,13.8%
2023-09-08 04:31:25,11.4%
2023-09-08 04:31:30,5.40%
2023-09-08 04:31:35,10.4%
2023-09-08 04:31:40,11.8%
2023-09-08 04:31:45,11.2%
2023-09-08 04:31:50,12.8%
2023-09-08 04:31:55,17.8%
2023-09-08 04:32:00,11.2%
2023-09-08 04:32:05,16.6%
2023-09-08 04:32:10,19.2%
2023-09-08 04:32:15,17.4%
2023-09-08 04:32:20,11.0%
2023-09-08 04:32:25,23.0%
2023-09-08 04:32:30,15.2%
2023-09-08 04:32:35,16.8%
2023-09-08 04:32:40,10.4%
2023-09-08 04:32:45,19.4%
2023-09-08 04:32:50,17.0%
2023-09-08 04:32:55,25.2%
2023-09-08 04:33:00,15.8%
2023-09-08 04:33:05,19.8%
2023-09-08 04:33:10,13.6%
2023-09-08 04:33:15,25.8%
2023-09-08 04:33:20,22.8%
2023-09-08 04:33:25,20.6%
2023-09-08 04:33:30,12.0%
2023-09-08 04:33:35,17.6%
2023-09-08 04:33:40,10.8%
2023-09-08 04:33:45,8.80%
2023-09-08 04:33:50,16.6%
2023-09-08 04:33:55,19.2%
2023-09-08 04:34:00,15.4%
2023-09-08 04:34:05,15.0%
2023-09-08 04:34:10,24.2%
2023-09-08 04:34:15,13.0%
2023-09-08 04:34:20,11.2%
2023-09-08 04:34:25,20.8%
2023-09-08 04:34:30,12.0%
2023-09-08 04:34:35,10.00%
2023-09-08 04:34:40,20.2%
2023-09-08 04:34:45,17.4%
2023-09-08 04:34:50,17.6%
2023-09-08 04:34:55,17.4%
2023-09-08 04:35:00,5.60%
2023-09-08 04:35:05,19.2%
2023-09-08 04:35:10,15.0%
2023-09-08 04:35:15,12.2%
2023-09-08 04:35:20,23.4%
2023-09-08 04:35:25,25.4%
2023-09-08 04:35:30,34.8%
2023-09-08 04:35:35,28.8%
2023-09-08 04:35:40,28.4%
2023-09-08 04:35:45,17.8%
2023-09-08 04:35:50,34.4%
2023-09-08 04:35:55,46.0%
2023-09-08 04:36:00,29.0%
2023-09-08 04:36:05,18.2%
2023-09-08 04:36:10,18.8%
2023-09-08 04:36:15,6.40%
2023-09-08 04:36:20,10.8%
2023-09-08 04:36:25,11.8%
2023-09-08 04:36:30,11.0%
2023-09-08 04:36:35,12.4%
2023-09-08 04:36:40,12.2%
2023-09-08 04:36:45,9.80%
2023-09-08 04:36:50,13.2%
2023-09-08 04:36:55,9.00%
2023-09-08 04:37:00,11.2%
2023-09-08 04:37:05,17.6%
2023-09-08 04:37:10,12.6%
2023-09-08 04:37:15,14.4%
2023-09-08 04:37:20,16.0%
2023-09-08 04:37:25,17.6%
2023-09-08 04:37:30,15.2%
2023-09-08 04:37:35,29.6%
2023-09-08 04:37:40,17.8%
2023-09-08 04:37:45,26.8%
2023-09-08 04:37:50,23.2%
2023-09-08 04:37:55,20.8%
2023-09-08 04:38:00,3.40%
2023-09-08 04:38:05,20.8%
2023-09-08 04:38:10,31.0%
2023-09-08 04:38:15,18.6%
2023-09-08 04:38:20,14.2%
2023-09-08 04:38:25,22.8%
2023-09-08 04:38:30,30.4%
2023-09-08 04:38:35,29.4%
2023-09-08 04:38:40,8.80%
2023-09-08 04:38:45,16.8%
2023-09-08 04:38:50,31.2%
2023-09-08 04:38:55,32.2%
2023-09-08 04:39:00,14.2%
2023-09-08 04:39:05,35.2%
2023-09-08 04:39:10,22.4%
2023-09-08 04:39:15,13.0%
2023-09-08 04:39:20,14.4%
2023-09-08 04:39:25,23.6%
2023-09-08 04:39:30,15.4%
2023-09-08 04:39:35,24.8%
2023-09-08 04:39:40,24.2%
2023-09-08 04:39:45,25.6%
2023-09-08 04:39:50,17.8%
2023-09-08 04:39:55,13.0%
2023-09-08 04:40:00,16.8%
2023-09-08 04:40:05,31.0%
2023-09-08 04:40:10,38.4%
2023-09-08 04:40:15,26.0%
2023-09-08 04:40:20,24.0%
2023-09-08 04:40:25,8.80%
2023-09-08 04:40:30,9.00%
2023-09-08 04:40:35,5.60%
2023-09-08 04:40:40,12.4%
2023-09-08 04:40:45,9.20%
2023-09-08 04:40:50,18.6%
2023-09-08 04:40:55,18.6%
2023-09-08 04:41:00,12.8%
2023-09-08 04:41:05,12.8%
2023-09-08 04:41:10,20.2%
2023-09-08 04:41:15,18.4%
2023-09-08 04:41:20,9.40%
2023-09-08 04:41:25,17.4%
2023-09-08 04:41:30,12.0%
2023-09-08 04:41:35,8.80%
2023-09-08 04:41:40,15.6%
2023-09-08 04:41:45,19.0%
2023-09-08 04:41:50,21.8%
2023-09-08 04:41:55,12.0%
2023-09-08 04:42:00,16.2%
2023-09-08 04:42:05,14.2%
2023-09-08 04:42:10,18.8%
2023-09-08 04:42:15,13.4%
2023-09-08 04:42:20,10.6%
2023-09-08 04:42:25,10.6%
2023-09-08 04:42:30,4.20%
2023-09-08 04:42:35,3.80%
2023-09-08 04:42:40,3.80%
2023-09-08 04:42:45,9.40%
2023-09-08 04:42:50,10.2%
2023-09-08 04:42:55,5.20%
2023-09-08 04:43:00,7.60%
2023-09-08 04:43:05,7.80%
2023-09-08 04:43:10,12.0%
2023-09-08 04:43:15,24.2%
2023-09-08 04:43:20,22.0%
2023-09-08 04:43:25,14.2%
2023-09-08 04:43:30,16.6%
2023-09-08 04:43:35,9.40%
2023-09-08 04:43:40,9.40%
2023-09-08 04:43:45,15.4%
2023-09-08 04:43:50,12.6%
2023-09-08 04:43:55,14.6%
2023-09-08 04:44:00,6.20%
2023-09-08 04:44:05,11.8%
2023-09-08 04:44:10,20.4%
2023-09-08 04:44:15,26.0%
2023-09-08 04:44:20,16.0%
2023-09-08 04:44:25,8.80%
2023-09-08 04:44:30,23.0%
2023-09-08 04:44:35,21.6%
2023-09-08 04:44:40,22.6%
2023-09-08 04:44:45,14.4%
2023-09-08 04:44:50,17.2%
2023-09-08 04:44:55,9.00%
2023-09-08 04:45:00,15.8%
2023-09-08 04:45:05,19.4%
2023-09-08 04:45:10,38.2%
2023-09-08 04:45:15,35.6%
2023-09-08 04:45:20,33.6%
2023-09-08 04:45:25,32.2%
2023-09-08 04:45:30,23.8%
2023-09-08 04:45:35,17.0%
2023-09-08 04:45:40,14.8%
2023-09-08 04:45:45,17.2%
2023-09-08 04:45:50,9.00%
2023-09-08 04:45:55,10.2%
2023-09-08 04:46:00,18.0%
2023-09-08 04:46:05,13.2%
2023-09-08 04:46:10,23.0%
2023-09-08 04:46:15,10.6%
2023-09-08 04:46:20,20.0%
2023-09-08 04:46:25,5.80%
2023-09-08 04:46:30,8.20%
2023-09-08 04:46:35,11.6%
2023-09-08 04:46:40,18.6%
2023-09-08 04:46:45,6.00%
2023-09-08 04:46:50,13.8%
2023-09-08 04:46:55,9.00%
2023-09-08 04:47:00,16.4%
2023-09-08 04:47:05,14.8%
2023-09-08 04:47:10,16.0%
2023-09-08 04:47:15,13.6%
2023-09-08 04:47:20,15.4%
2023-09-08 04:47:25,16.0%
2023-09-08 04:47:30,20.2%
2023-09-08 04:47:35,14.0%
2023-09-08 04:47:40,14.8%
2023-09-08 04:47:45,10.0%
2023-09-08 04:47:50,14.8%
2023-09-08 04:47:55,11.0%
2023-09-08 04:48:00,9.60%
2023-09-08 04:48:05,17.2%
2023-09-08 04:48:10,18.0%
2023-09-08 04:48:15,20.4%
2023-09-08 04:48:20,25.0%
2023-09-08 04:48:25,15.8%
2023-09-08 04:48:30,16.0%
2023-09-08 04:48:35,25.6%
2023-09-08 04:48:40,25.2%
2023-09-08 04:48:45,21.8%
2023-09-08 04:48:50,8.60%
2023-09-08 04:48:55,14.8%
2023-09-08 04:49:00,23.2%
2023-09-08 04:49:05,19.0%
2023-09-08 04:49:10,29.4%
2023-09-08 04:49:15,12.2%
2023-09-08 04:49:20,15.0%
2023-09-08 04:49:25,8.40%
2023-09-08 04:49:30,14.6%
2023-09-08 04:49:35,11.2%
2023-09-08 04:49:40,8.20%
2023-09-08 04:49:45,8.60%
2023-09-08 04:49:50,11.6%
